Id,L0_S0_F0,L0_S0_F18,L0_S2_F52,L0_S3_F92,L0_S7_F136,L0_S9_F170,L0_S10_F224,L0_S10_F274,L0_S11_F318,L0_S12_F342,L0_S14_F366,L0_S15_F403,L0_S18_F435,L0_S21_F472,L0_S21_F522,L0_S22_F576,L0_S23_F627,L0_S23_F667,L1_S24_F733,L1_S24_F795,L1_S24_F834,L1_S24_F892,L1_S24_F953,L1_S24_F1000,L1_S24_F1026,L1_S24_F1083,L1_S24_F1126,L1_S24_F1176,L1_S24_F1240,L1_S24_F1298,L1_S24_F1356,L1_S24_F1401,L1_S24_F1451,L1_S24_F1502,L1_S24_F1567,L1_S24_F1604,L1_S24_F1662,L1_S24_F1728,L1_S24_F1778,L1_S24_F1814,L1_S24_F1838,L1_S25_F1869,L1_S25_F1909,L1_S25_F1963,L1_S25_F2016,L1_S25_F2066,L1_S25_F2116,L1_S25_F2161,L1_S25_F2190,L1_S25_F2226,L1_S25_F2258,L1_S25_F2312,L1_S25_F2365,L1_S25_F2411,L1_S25_F2437,L1_S25_F2462,L1_S25_F2487,L1_S25_F2514,L1_S25_F2569,L1_S25_F2623,L1_S25_F2677,L1_S25_F2716,L1_S25_F2741,L1_S25_F2767,L1_S25_F2795,L1_S25_F2842,L1_S25_F2896,L1_S25_F2950,L1_S25_F2997,L1_S25_F3020,L2_S26_F3047,L2_S26_F3121,L2_S27_F3170,L2_S28_F3241,L2_S28_F3311,L3_S29_F3342,L3_S29_F3376,L3_S29_F3412,L3_S29_F3449,L3_S29_F3479,L3_S30_F3519,L3_S30_F3569,L3_S30_F3614,L3_S30_F3664,L3_S30_F3714,L3_S30_F3764,L3_S30_F3814,L3_S33_F3855,L3_S34_F3876,L3_S35_F3908,L3_S37_F3944,L3_S39_F3972,L3_S41_F3996,L3_S41_F4018,L3_S43_F4090,L3_S44_F4121,L3_S47_F4158,L3_S48_F4200,L3_S50_F4241,L3_S51_F4262,Response,L0_S0_D1,L0_S3_D94,L0_S9_D197,L0_S11_D328,L0_S15_D413,L0_S21_D514,L0_S23_D649,L1_S24_D782,L1_S24_D904,L1_S24_D1023,L1_S24_D1143,L1_S24_D1257,L1_S24_D1403,L1_S24_D1522,L1_S24_D1639,L1_S24_D1785,L1_S25_D1857,L1_S25_D1980,L1_S25_D2128,L1_S25_D2214,L1_S25_D2314,L1_S25_D2434,L1_S25_D2499,L1_S25_D2615,L1_S25_D2729,L1_S25_D2794,L1_S25_D2932,L1_S25_D3025,L2_S26_D3122,L2_S28_D3227,L3_S29_D3331,L3_S29_D3415,L3_S30_D3501,L3_S30_D3651,L3_S30_D3796,L3_S35_D3895,L3_S40_D3987,L3_S42_D4053,L3_S47_D4170,L3_S51_D4263,L0_S1_F25,L0_S6_F133,L0_S10_F238,L0_S14_F367,L0_S21_F495,L0_S22_F585,L1_S24_F686,L1_S24_F769,L1_S24_F868,L1_S24_F956,L1_S24_F1064,L1_S24_F1167,L1_S24_F1263,L1_S24_F1350,L1_S24_F1440,L1_S24_F1542,L1_S24_F1638,L1_S24_F1726,L1_S25_F1861,L1_S25_F1962,L1_S25_F2050,L1_S25_F2142,L1_S25_F2286,L1_S25_F2376,L1_S25_F2546,L1_S25_F2635,L1_S25_F2774,L1_S25_F2882,L1_S25_F2973,L2_S26_F3105,L2_S27_F3202,L2_S28_F3298,L3_S29_F3446,L3_S30_F3557,L3_S30_F3648,L3_S30_F3740,L3_S30_F3832,L3_S42_F4031,L3_S46_F4136,L3_S49_F4240
31338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,-0.341,-0.053,0.556,0.08,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.131,,,,-0.081,-0.047,0.063,-0.081,-0.027,0.007,-0.038,0.0,-0.013,0.0,0.016,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,1,,,,,,,,,,,,,,961.48,961.49,961.52,,,,,,,,,,,,,992.33,,995.6,995.6,995.6,995.6,995.6,995.62,,,,,,,,,,,,,,,,,,,,T1,T1,T1,,,,,,,,,,,,,,,T1,,,,,,,
22492,0.01,-0.035,0.0,,-0.164,-0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.085,0.104,0.07,-0.027,-0.099,-0.011,0.0,-0.004,0.0,0.013,0.013,0.153,0.0,,0.0,,,,,,,,,,0,1492.24,,1492.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.82,1496.82,1496.82,1496.82,1496.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
12892,0.173,0.147,0.0,,-0.164,,,,-0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,-0.123,0.063,-0.031,-0.071,-0.02,-0.038,0.0,-0.004,0.0,0.014,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,1148.72,,,1148.76,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.93,1153.93,1153.93,1153.93,1153.93,1153.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52834,-0.186,0.088,0.0,,,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,0.023,0.104,-0.132,-0.082,0.428,0.124,0.0,-0.005,0.0,0.013,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,1566.47,,1566.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.63,1568.63,1568.63,1568.63,1568.63,1568.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
53066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,-0.065,-0.187,0.061,-0.211,0.206,,,,0.208,-0.079,0.073,0.208,0.078,-0.02,,,,,0.02,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,403.63,403.63,435.45,,459.65,459.65,459.65,,459.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45396,-0.167,0.013,0.0,,0.336,,0.053,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.232,0.081,0.037,-0.232,0.153,-0.046,,,,,0.007,0.013,0.017,0.0,,0.0,,,,,,,,,,0,246.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.67,247.67,247.68,,247.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
3420,,,,,,,,,,0.022,,0.143,,-0.012,-0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182,0.055,0.104,-0.182,-0.078,0.164,0.124,0.0,-0.013,0.0,0.013,0.013,0.062,0.0,,0.0,,,,,,,,,,0,,,,,1628.43,1628.46,,,,,,,,,,,,,,,,,,,,,,,,,1630.33,1630.33,1630.34,1630.34,1630.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
30563,,,,,,,,,,0.006,,-0.106,-0.01,,,,-0.03,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.03,0.063,0.02,0.008,-0.046,-0.065,0.0,-0.004,0.0,0.011,0.013,0.062,0.0,,0.0,,,,,,,,,,0,,,,,1146.7,,1146.73,,,,,,,,,,,,,,,,,,,,,,,,1147.94,1147.94,1147.94,1147.94,1147.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5940,-0.121,0.125,,0.119,,,0.017,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262,-0.118,,,,0.084,-0.085,0.057,0.084,0.004,0.138,-0.119,0.0,-0.004,0.0,0.017,0.013,0.017,0.0,,0.0,,,,,,,,,,0,904.21,904.22,,,,,,,,,,,,,,,,,,,,,,,,,,,906.37,,908.05,908.05,908.05,908.05,908.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,-0.169,0.053,,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.033,-0.028,0.057,0.033,-0.008,-0.072,0.07,0.0,0.004,0.0,0.014,0.013,,,0.0,0.0,,,,,,,,,,1,,,,,,,,,,,,,,712.63,,712.67,,,,,,,,,,,,,,,755.63,755.63,755.63,755.63,755.63,755.72,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
31130,,,,,,,,,,0.014,-0.034,,,0.027,-0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.002,0.104,-0.056,-0.063,0.007,-0.038,0.0,0.013,0.0,0.014,0.013,0.017,0.0,0.124,0.0,,,,,,,,,,0,,,,,,1445.1,,,,,,,,,,,,,,,,,,,,,,,,,1445.71,1445.71,1445.71,1445.71,1445.71,1445.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
3707,0.01,0.088,,-0.081,0.336,,,,0.026,-0.014,-0.034,,,,,,0.032,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.232,-0.702,0.016,,-0.072,,,,,0.01,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,96.43,96.43,,96.46,,,122.28,,,,,,,,,,,,,,,,,,,,,,,,130.89,130.89,130.89,,130.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51314,,,,,,,,,,,,,,,,,,,0.039,0.146,0.004,-0.079,,,0.014,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.106,-0.04,0.063,-0.106,-0.055,-0.125,-0.065,0.0,-0.005,0.0,0.012,0.013,0.153,0.0,,0.0,,,,,,,,,,0,,,,,,,,1037.21,1037.22,1037.23,,,,,,,,,,,,,,,,,,,,,1071.85,1071.85,1071.86,1071.86,1071.86,,,,,,,,,,,,,T1,,,T3,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
32768,-0.055,-0.147,,-0.081,-0.164,,0.113,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.156,0.068,0.037,-0.156,0.071,-0.23,,,,,0.014,0.013,0.062,0.0,,0.0,,,,,,,,,,0,257.6,257.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.08,258.08,258.09,,258.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
33247,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,0.152,0.121,,,,0.245,-0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256,-0.012,,,,0.079,-0.053,0.037,0.079,-0.031,-0.072,,,,,0.016,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,368.05,368.07,,,,,,,,,,,,,,,,,406.57,,418.83,418.83,418.83,,418.83,418.85,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,
49025,0.167,0.019,,-0.081,-0.164,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.011,0.057,0.058,0.047,-0.099,-0.065,0.0,0.021,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,694.98,694.99,,695.02,,,,,,,,,,,,,,,,,,,,,,,,,,,702.18,702.18,702.18,702.18,702.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
54612,0.023,0.019,0.0,,,,-0.013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,0.004,0.037,0.156,0.039,-0.151,,,,,0.009,0.013,0.199,0.0,,0.0,,,,,,,,,,0,338.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.51,339.51,339.52,,339.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
44858,-0.134,0.083,0.0,,-0.164,,,,-0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,-0.034,0.063,-0.031,-0.02,-0.178,0.124,0.0,-0.013,0.0,0.014,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,962.06,,,962.11,,,,,,,,,,,,,,,,,,,,,,,,,,,963.98,963.98,963.98,963.98,963.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
11206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,-0.008,0.032,,0.007,,-0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158,0.113,,,,0.033,0.087,0.057,0.033,0.039,-0.02,-0.146,0.0,-0.011,0.0,0.013,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,670.96,671.0,671.01,,,,,,,,,,,,,704.41,,710.96,710.96,710.97,710.97,710.97,710.99,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,T1,,,,,,,
21641,0.141,-0.126,0.0,,-0.164,,-0.048,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,0.093,0.104,-0.132,-0.039,-0.178,0.124,0.0,-0.013,0.0,0.011,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,1625.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.18,1628.18,1628.19,1628.19,1628.19,1628.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
2870,0.134,-0.04,0.0,,,,-0.009,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,-0.072,0.101,0.16,,-0.125,-0.038,0.0,0.013,0.0,0.016,0.013,0.108,0.0,,0.0,,,,,,,,,,0,676.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.6,683.6,683.6,683.6,683.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
98,0.095,0.083,,0.019,-0.164,,,,-0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.004,0.104,-0.056,-0.086,0.138,0.016,0.0,0.004,0.0,0.012,0.013,-0.21,0.0,,0.0,,,,,,,,,,0,1496.88,1496.89,,1496.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.09,1499.09,1499.1,1499.1,1499.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
45504,-0.18,-0.067,0.0,,-0.164,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.042,0.057,0.084,-0.016,0.059,-0.011,0.0,-0.004,0.0,0.017,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,903.58,,903.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.41,907.41,907.41,907.41,907.41,907.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
37203,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,-0.203,,0.034,-0.108,0.003,,-0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.126,-0.126,,,,-0.031,0.004,0.063,-0.031,-0.027,-0.02,-0.038,0.0,0.008,0.0,0.014,0.013,0.153,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,992.12,,992.19,,,,,,,,,,,,,,,,1003.06,,1007.01,1007.01,1007.02,1007.02,1007.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
49402,-0.042,-0.137,0.0,,-0.164,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097,0.182,0.037,-0.097,0.09,-0.178,,,,,0.013,0.013,0.108,0.0,,0.0,,,,,,,,,,0,288.59,,288.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.59,291.59,291.59,,291.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
48290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006,,,-0.03,,0.079,-0.041,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.005,-0.212,0.063,-0.005,-0.043,-0.23,-0.011,0.0,-0.013,0.0,0.013,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,1029.53,1029.65,1029.66,,,,,,,,,,,,1064.68,1064.68,1064.69,1064.69,1064.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,0.043,-0.056,,0.019,-0.164,,-0.005,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.011,0.101,0.084,-0.004,-0.178,-0.146,0.0,0.013,0.0,0.012,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,0,675.82,675.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.46,677.46,677.47,677.47,677.47,677.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
57076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,-0.064,-0.009,,-0.056,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.037,0.033,0.068,0.057,0.033,-0.024,-0.151,-0.092,0.0,0.012,0.0,0.012,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,1,,,,,,,,,,,,,,692.41,692.51,692.52,,,,,,,,,,,,,,735.14,738.71,738.71,738.71,738.71,738.71,738.73,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,,,,,
17068,,,,,,,,,,-0.006,-0.034,,-0.01,-0.065,-0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,0.093,-0.702,0.205,0.071,0.191,,,,,0.012,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,69.08,,,,,,,,,,,,,,,,,,,,,,,,,71.21,71.21,71.21,,71.21,71.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,0.108,-0.121,0.0,,,,-0.061,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.053,0.104,-0.106,-0.047,0.033,0.07,0.0,-0.013,0.0,0.013,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,1643.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.36,1646.36,1646.36,1646.36,1646.36,1646.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30993,0.069,-0.195,,-0.081,,,-0.056,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,-0.211,-0.038,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.098,0.104,0.02,-0.086,0.033,-0.119,0.0,-0.013,0.0,0.014,0.013,0.199,0.0,,0.0,,,,,,,,,,0,1619.23,1619.24,,,,,,,,,,,,1650.98,,1650.99,,,,,,,,,,,,,,,1659.13,1659.13,1659.14,1659.14,1659.14,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
28937,0.016,0.093,,-0.181,-0.164,,0.021,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,-0.117,0.082,-0.005,-0.071,0.138,-0.038,0.0,-0.012,0.0,0.012,0.013,0.244,0.0,0.0,0.0,,,,,,,,,,0,1365.51,1365.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367.58,1367.58,1367.59,1367.59,1367.59,1367.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
10360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.143,-0.008,-0.03,,,0.02,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.191,0.094,,,,0.058,0.125,0.057,0.058,-0.027,-0.072,-0.119,0.0,-0.004,0.0,0.019,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,762.74,762.75,,,,,,,,,,,,,,773.88,,780.09,780.09,780.1,780.1,780.1,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,T1,,,,,,,
41277,0.069,0.067,0.0,,-0.164,,-0.044,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.047,-0.006,,0.017,0.0,0.069,0.0,0,641.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.51,,653.52,653.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,-0.01,-0.014,,0.019,-0.164,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129,0.055,-0.702,0.129,0.094,0.138,,,,,0.012,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,39.15,39.16,,39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,45.88,45.88,45.89,,45.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41522,-0.036,-0.003,0.0,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.002,0.063,-0.056,-0.024,0.007,0.043,0.0,0.013,0.0,0.011,0.013,-0.21,0.0,0.0,0.0,,,,,,,,,,0,1226.19,,,1226.22,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.02,1238.02,1238.02,1238.02,1238.02,1238.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977,,,,,,,,,,0.006,,-0.249,-0.01,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.009,0.063,0.02,0.102,0.086,-0.038,0.0,-0.004,0.0,0.01,0.013,0.199,0.0,,0.0,,,,,,,,,,0,,,,,1146.84,,,,,,,,,,,,,,,,,,,,,,,,,,1148.2,1148.2,1148.2,1148.2,1148.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
15144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,0.158,,0.027,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,0.049,,,,0.084,-0.079,0.057,0.084,0.055,-0.099,-0.011,0.0,0.004,0.0,0.009,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,668.26,,,,,,,,,,,,,,,705.13,,708.69,708.69,708.7,708.7,708.7,708.72,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
29042,,,,,,,,,,-0.014,0.066,,-0.01,,,-0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.074,-0.702,0.041,,-0.125,,,,,0.011,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.66,89.66,89.66,,89.66,89.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23059,,,,,,,,,,0.01,0.066,,,0.107,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.034,0.082,-0.056,-0.027,0.138,0.016,0.0,-0.012,0.0,0.016,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,,1341.18,,,,,,,,,,,,,,,,,,,,,,,,,1350.05,1350.05,1350.05,1350.05,1350.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
28662,,,,,,,,,,0.018,,0.498,-0.01,,,-0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,-0.028,0.082,0.096,0.118,-0.099,,,,,0.009,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,,,,,477.09,,,,,,,,,,,,,,,,,,,,,,,,,,482.65,482.65,482.66,,482.66,482.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
59727,-0.095,-0.19,,0.019,0.336,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.023,0.037,0.08,-0.004,0.007,,,,,0.009,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,273.92,273.93,,273.94,,,,,,,,,,,,,,,,,,,,,,,,,,,279.64,279.64,279.67,,279.67,279.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28657,-0.036,-0.137,,0.019,0.336,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.034,0.104,-0.106,-0.051,-0.02,-0.092,0.0,0.004,0.0,0.01,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,1499.8,1499.81,1499.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.89,1507.89,1507.89,1507.89,1507.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
